question1_stemmed,question2_stemmed,scores,is_duplicate
blind peopl complet blind,blind peopl fulli blind,0.7168117414430624,1
indian politician admir,indian politician hate,0.5031026124151314,0
probabl event certain occur,true probabl event occur alway zero,0.4501755023269898,0
someon know social anxieti,know social anxieti,0.7765145304745156,1
man bai jahangir wife die,daughter die happen,0.15064018498706508,0
need biolog ia individu investig topic im desper topic tip,interest biolog high school research topic,0.21972536979203855,0
indian plan go us ms stem cours januari trump win affect futur us,trump becom presid affect indian appli ms us mech,0.3575475209147722,1
hotel shimla hill station would safe unmarri coupl without harass polic hotel staff moral polic,hotel dehradun hill station would safe unmarri coupl without harass polic hotel staff moral polic,0.9011114231649513,0
world societi move toward ration love contract,human exampl smartest mammal,0.0,0
evolut real proven,differ way evolut proven real,0.6569729210330906,1
worst actor hindi movi,bollywood current worst bollywood movi,0.23790309463326234,0
best way learn data structur algorithm scratch,start learn strengthen knowledg data structur algorithm,0.40298220897396103,0
exotherm exampl everyday life,endotherm exotherm reaction exampl everyday life,0.7092972666062737,0
us constitut consid live document,make us constitut live document,0.6694188517266485,1
see peopl unfollow instagram,know block instagram,0.17077611319011649,0
respons sap erp key user,qualifi sap erp key user,0.6694188517266485,0
theoret possibl travel light year one year due length contract relativist effect,strong graviti die star make atom dissapear,0.0,0
revenu need rais order sell compani 1 million dollar,advantag grow wealthi top 1percent,0.0,0
fill pan card applic onlin,appli pan card,0.3563004293331381,0
make believ everyth happen good reason,believ everyth happen reason,0.7092972666062737,1
better gta5 watch dog,watch dog 2 video game could put apb cop,0.2202881505618297,0
best thing learn life,best thing learn life,1.0,1
iodimetr titrat differ iodometr titrat,pipett use titrat,0.28530619098136084,0
sociopath mani psychopath trait,sociopath psychopath trait,0.7765145304745156,1
could quora attract initi user,quora start attract user,0.5101490193104813,1
would ned done jon look like rhaegar,jon snow inherit targaryen look stark ned would forc admit lie jon bastard would chang plot whole rr stori,0.31882760575031965,0
search someon definit snapchat add get messag found,snapchat someon block still show ad section snapchat still allow add ’ go,0.21965532505470434,0
shop mall futur,shop mall like futur,0.7765145304745156,1
napoleon tri achiev goal,greatest achiev persian empir,0.1443835552773867,0
retriev text number block,block phone number text messag,0.5101490193104813,0
get reason price men shoe sydney,sydney buy stylish custom men shoe,0.3360969272762574,0
comment privat instagram follow see,follow notif link comment see answer comment,0.43933873404633084,0
white hat seo,white hat seo,1.0000000000000002,1
cpa real estat campaign,qualiti indian must get admiss american univers pg,0.0,0
good blog quora,best blog articl quora,0.4112070550676187,0
like jake william,jake william think jake william,0.6351986941675815,0
fivethirtyeight open sourc elect predict model,everyon come across like donald trump peopl still predict win us elect,0.13627634143908643,0
trade opportun srilanka,find job financ field,0.0,0
long whatsapp keep deliv data like imag etc server,share gif imag whatsapp without convert gif video,0.11914719328677728,0
best structur market depart internet compani,best structur indian digit market compani oper singapor,0.41120705506761857,0
neuroscientist kind job neurosci graduat get abroad subfield neurosci,possibl get neurosci graduat program gre 316,0.30404697747896076,0
indian girl use dildo kind dildo,size biggest dildo,0.2605556710562624,0
would ideal bruce springsteen set list assum 20 song includ encor,bruce springsteen musician chicken man philli,0.1429197295221492,0
averag salari physician india,salari doctor india,0.4112070550676187,1
23 femal heavier upper bodi leg hip area quit slim bodi shape exercis exercis upper bodi,abl finger pushup train upper bodi forearm,0.2332831772844453,0
get free book read download,get free book,0.6569729210330906,1
countri easiest find job intern student,mani maximum number round nift counsel,0.0,0
hack nsa pentagon dump file 1 big would manhunt 2 would final open eye public 3 would seen hacker circl,maintain data flat file server way handl hacker open flat file,0.12581835992846427,0
best winter jacket temperatur 10 get coimbator,winter jacket worn summer,0.23790309463326234,0
better batsmen virat koh joe root,better player among two virat koh joe root,0.57273935841962,0
mani pullup averag person,mani photo day averag person take phone,0.4073526042885674,0
trump win elect,think trump win elect,0.7765145304745156,0
peopl show facebook yes,best way deal show peopl,0.29121941856368966,0
safe pregnent sex,women realli squirt sex safe consum vagin fluid,0.26951761324603224,0
learn java,learn java intern,0.7092972666062738,0
symptom low sperm count,caus low sperm count,0.6029748160380572,0
make india differ rest world,make india differ countri world,0.6694188517266485,1
word anachron use sentenc,word inarticul use sentenc,0.6029748160380572,0
freshman promot app free,promot app free,0.7765145304745156,1
review crystal,review crystal method,0.7092972666062738,0
color mix green blue make,make color aqua use color,0.3561776636856882,0
vote donald trump hillari clinton,vote hillari clinton donald trump,0.9999999999999999,0
girl love blowjob,peopl enjoy give blowjob,0.17077611319011649,0
dubai polic drive fast car,dubai polic super car,0.5101490193104813,1
know guinea pig pregnant,care guinea pig,0.4112070550676187,0
ep file,prospect ece mechan engin know must take hl math physic third hl subject chemistri cs econ,0.0,0
draw angel step step,draw cat step step,0.7168117414430624,0
differ stem cell differenti cell,differ pluripot multipot totipot stem cell,0.47408612469672984,0
multipl domain one websit bad seo,better option seo use multipl websit spread sever domain one singl domain,0.5098785552331824,0
crs score 469 chanc get canada pr,plan appli canada pr chanc,0.34464214103805474,0
micro atm work bank introduc india,best time withdraw money work atm present india,0.27982806524328774,0
individu event histori sourc pride são tomé princip,individu event histori sourc pride belarus,0.57273935841962,0
serb today hate albanian,serb like russian,0.17077611319011649,0
dream awak,peopl dream awak,0.7092972666062738,1
solut problem,solut problem,0.9999999999999998,0
strongest major term job prospect weakest major lindenwood univers,strongest major term job prospect weakest major eastern univers,0.8350499057520977,0
medit day long help improv motiv,medit realli help control thought,0.22576484600261604,1
life go,life go,0.9999999999999998,0
quora post question quora,best way ask question quora,0.4034705770186953,1
benefit learn anoth languag,benefit learn third languag,0.6029748160380572,1
disaccharid exampl disaccharid,exampl disaccharid,0.9486832980505137,1
umayyad caliph fall could done avoid fall,histori islam umayyad caliph invad christian territori,0.14587439082056453,0
everi one uniqu world best way find uniqu,prevent peopl world use similar name like way protect uniqu name ip asset,0.2076078587773124,0
strongest major term job prospect weakest major jackson state,strongest major term job prospect weakest major morehead state,0.8350499057520977,0
hack whatsapp account,hack anoth whatsapp account,0.7765145304745156,1
best field fresher,best field get fresher,0.7765145304745156,1
could safe place sex girlfriend,legal sex car india,0.1273595297947935,0
amaz coincid ever happen,biggest coincid ever happen,0.6029748160380572,0
googl buy quora,googl buy quora,1.0000000000000002,1
determin side latent strabismus use cover uncov test,heal faster cut cover uncov,0.1908740661302035,0
lab terrier mix shed lot treat,huski cocker spaniel mix shed best treatment,0.18443191662261305,0
account transgend peopl gender social construct,societi revers gender role would transgend peopl peopl differ peopl,0.3662782495204323,1
jesus like banana,jesus name jesus,0.3677199804697471,0
true usa drop bomb lao secret war total amount bomb drop europ world war 2,realist altern end world war 2 japan uncondit surrend without drop bomb,0.3200856909045479,0
get internet browser roku,use roku brows internet,0.3360969272762575,0
shortcut key subscript superscript excel,select text cell excel keyboard shortcut,0.22576484600261604,0
weirdest disturb thing kid said,creepiest thing spous ever done,0.11234277891542777,0
improv educ system high school colleg,improv high school educ,0.7092972666062737,1
creat strong password,one creat strong password tip,0.6569729210330906,1
alien realli exist evid,alien realli exist yes,0.6029748160380572,1
find hacker,one becom hacker,0.2605556710562624,0
aztec,aztec god,0.5797386715376657,0
need studi,need studi,0.9999999999999998,1
long recoveri time wisdom teeth remov,import rins salt water get wisdom teeth remov,0.27982806524328774,0
hillari clinton posit achiev secretari state,hillari clinton greatest achiev secretari state,0.7168117414430624,1
differ growth develop,growth develop contrast,0.5031026124151314,0
improv english languag skill basic gujarati background,improv vocabulari english speak skill 22 year old softwar engin come telugu medium background abl write well speak skill poor,0.24912852822661335,1
get chanc meet mr narendra modi,meet modi,0.4494364165239821,1
exampl thrive societi past present tini govern,ever countri run libertarian,0.0,0
kind reproduct organ transgend peopl,view transgend peopl,0.3563004293331381,0
like work indian armi,like work indian armi,1.0,1
best way nativ chines speaker learn english,learn english well chines student？,0.34464214103805474,1
peopl beliv god,peopl believ god real faith god believ god,0.42916841593214955,1
java program take two file name input join line two file base given join field,print new line file use filewrit java,0.20296094179950172,0
first music video ever produc,fan made music video ever releas offici music video song,0.4365100626191063,0
find metro pcs phone pattern lock,get sprint phone work metro pcs,0.3360969272762574,0
fri food unhealthi,pan fri food unhealthi,0.7765145304745156,0
one get english audio track movi,possibl find english audio file movi possibl websit get,0.3359813637757791,0
like attend univers waterloo graduat,like freshman univers waterloo,0.5101490193104813,0
23year old 5ft girl weigh 60kg fat main concentr tummi thigh hip exercis follow,lose reduc thigh hip fat fast,0.20192619442719448,0
compar contrast properti acid base,compar contrast base acid,0.8181802073667197,1
work support analyst 2 5 year graduat civil engin mis correct option master combin manag,civil engin graduat 2 year experi support analyst sure whether pursu master engin manag mem master inform system mis factor consid make choic,0.44149903193070117,0
best way seo 2016,seo 2016,0.5797386715376657,1
defin happi,defin happi,0.9999999999999998,1
would male neanderth think modern woman,femal would neanderth male think,0.5803329846765685,1
walk 3 km daili 60 day lead much weight loss,lose weight gain muscl,0.09269789668627057,0
liter fastest way make money,fast way make money,0.5101490193104813,1
edit quora profil,edit profil,0.7092972666062738,1
ten best short stori written isaac asimov,favourit stori isaac asimov,0.4073526042885674,1
women like men wear cock ring,women like see men ejacul,0.38087260847594373,0
start minecraft youtub channel,stand start youtub channel,0.6029748160380572,0
car taunt drive public,turn light insid car drive,0.29121941856368966,0
suitabl inpati drug alcohol rehab center appl counti ga,suitabl inpati drug alcohol rehab center heard counti ga,0.8019783064439235,0
fish spas malacca melaka,best place kuala lumpur cheap shop,0.0,0
one reliev sever chronic pain,work help reliev chronic pain,0.43161341897075145,1
improv english speak,improv spoken english,0.5031026124151314,1
best histori podcast,best podcast histori,1.0000000000000002,1
muslim india especi gujarat india hate still narendra modi,indian muslim hate narendra modi,0.38755725536725033,1
benefit close friend lawyer,benefit close friend professor,0.6029748160380572,0
big guy get angri peopl get scare accus threaten stop actual violent person,block peopl angri refus talk get angri small thing,0.25733736798506907,0
realli frame roger rabbit,theme frame roger rabbit,0.6029748160380572,0
ever encount alien pleas true make stori,encount alien happen,0.2910691023819054,1
top 5 thing definit fli,top 5 thing definit flight,0.6029748160380572,1
bollywood worst film dialogu ever superhit hindi movi,worst movi bollywood,0.4826796606496645,0
recov hotmail password,recov hotmail password,1.0000000000000002,1
real life fantasi,queen band real life fantasi,0.6569729210330906,1
interest product innov triumph bank come 2016,interest product innov mandt bank come 2016,0.7523197619890014,0
easi get job european countri like sweden denmark indian engin work visa,easi get part time job sweden,0.3187840217537792,0
true natur realiti,ultim truth one deni,0.0,0
nation appear much affect world,ever feel futur hold excit happi thing alway mediocr level,0.0,0
best peac locat india holiday,best place holiday india,0.5101490193104813,0
licens need start manufactur herbal diet product,norm need follow manufactur product extens board find written copi,0.22150013430590973,0
gpa score 65percent 11th std cbse,persian word “ ذليل ” mean ‘ muslim ’ translat incorrect microsoft translat intent careless,0.0,0
mission,mission life,0.5797386715376657,0
easiest way improv busi practic,intern student go harvard summer like f1 visa reject,0.0,0
learn python systemat,start program experi long take learn python 3,0.2910691023819054,1
know guy like,tell guy like,0.5031026124151314,1
good question ask interview,question job candid ask interview,0.5101490193104813,0
pass hp0 m40 exam,pass hp0 m33 exam,0.6029748160380572,0
3d printer make money,make money 3d printer,1.0,1
much cost develop app like zomato,cost develop app like zomato order,0.7168117414430624,1
may peopl ask question quora easili found simpl googl searh,peopl find easier stage simpl question quora rather spend minut internet find straight answer,0.1908740661302035,1
languag profound affect low german,languag profound affect low german,0.9999999999999999,1
applic mean stack web program,mean use hello,0.1506401849870651,0
worth work applic support engin intern microsoft,salari softwar engin intern microsoft 2014,0.3041257418754935,0
role model,role model,0.9999999999999998,0
told classmat essay topic wrote essay topic similar essay accus plagiar,would consid plagiar ask someon quora proofread spanish essay submit proofread version teacher,0.14425533781463218,0
complet sentenc mother,smallest complet sentenc,0.5031026124151314,0
reason india fail olymp,india fail miser rio olymp,0.5101490193104813,1
sweet red wine store avail hyderabad,good white wine sweet scale,0.22576484600261604,0
buy new laptop,buy new laptop,1.0000000000000002,0
exact mean say univers expand planck length get bigger space object,univers expand room expand atom expand everyth expand,0.23480904489619808,0
triloca com,kakigarden com,0.3360969272762574,0
ratio child inherit father mother genet trait,name save dad mum number,0.0,0
plan 4 day trip goa,plan 3 day 3 night trip goa,0.8181802073667197,1
processor faster better batteri octa core 1 7 ghz cortex a53 chipset mediatek mt6752 quad core 1 4 ghz cortex a53 chipset qualcomm snapdragon 410 msm8916,one better processor 1 8 ghz intel quad core 1 7 ghz snapdragon octacor,0.3606589448965187,0
disabl checkpoint endpoint secur firewal,updat paid firewal virus scanner use unprotect public wifi make secur,0.15973937686327605,0
dhoni decis give captainci good india yes retir,polish vitrifi tile,0.0,0
happen eu citizen uk brexit,go happen eu citizen uk uk leav european union 2016 referendum,0.47109700451560976,1
minimum gpa gre requir florida state univers,minimum gpa gre requir florida state univers,0.9999999999999997,1
temperatur decreas altitud increas,temperatur decreas increas altitud,1.0,1
mountain climb anyon climb mount everest,climb mount everest without previous mountain experi,0.5297337948384737,0
good place buy laptop bag bangalor,recommend place berlin buy laptop bag,0.5031026124151313,0
fedevel academi teach make modern pcb,anyon taken cours fedevel academi pcb design,0.30412574187549346,0
best joke ever heard,funni joke ever heard,0.6029748160380572,1
sachin tendulkar resist come kapil sharma show,feel someon point mistak,0.0,0
come depict massacr islam inflict india,come depict massacr inflict islam india,1.0000000000000002,1
best soccer goal never seen,best goal score soccer,0.5101490193104813,0
impress girl hate,impress girl hate,1.0000000000000002,1
like live big citi jamaica compar one brazil,like live big citi jamaica compar one mexico,0.7799154245579976,0
long take clear vision lasik laser surgeri,possibl go low iq high iq,0.0,0
suitabl solar panel instal provid near south gate california ca,good solar panel instal provid near stinson beach california ca,0.5415443207343177,0
black women regard attract asian latin women even though repres media,white women find asian men attract,0.3006765581209876,0
improv pronunci english,improv english pronunci,1.0000000000000002,1
say 1 x 2,best way say 1,0.4494364165239821,0
human come exist,human come exist,1.0000000000000002,1
japanes say dark,one say oh god japanes,0.3563004293331381,0
trump support believ donald trump get platform congress,know support donald trump,0.48097310796014436,0
common exampl solid matter,common exampl solid matter,1.0,1
parent give advic get realli mad dont take … suppos,best advic give other advic,0.2520518309017416,0
special dish food home countri famili incorpor tradit american thanksgiv meal,thanksgiv begin establish nation holiday unit state countri recogn thanksgiv,0.15546615991413665,0
get motiv hit gym everi day,keep motiv hit gym everyday,0.3808726084759436,1
best free wordpress theme onilin print shop,either candid presid us relinquish postwar leadership open market worldwid china,0.0,0
get fantast valu sydney floor tile,get best qualiti wall floor tile afford rate sydney area,0.35630042933313805,1
old comput game run fast new power comput,one key criteria comput part make comput fast game,0.403871781982993,0
continu use uber chang countri without chang account,use uber referr credit countri refer someon countri,0.26153167277956885,0
bitsat iit jee main theori ncert suffici,read ncert textbook solv model question paper good enough prepar well bitsat jee main,0.26050181704867925,0
anti poor anti middl class law like gst land labor reform india go becom authoritarian like china,let know defenc ministri india also focus cyber warfar like china usa mani iitan good hack anti hack firewal skill,0.1693633196978701,0
best way learn code short amount time,learn code easili effici short amount time,0.5586177528223194,1
nicest thing complet stranger ever done,nicest thing stranger done,0.7092972666062737,1
good factor democraci,someth good fascism would benefit appli liber democraci,0.26951761324603224,0
best gift ever receiv,best gift ever receiv,1.0,1
best teacher life,best teacher life,1.0000000000000002,1
huma abedin give fbi immedi permiss examin 650 000 email,like grow one bedroom apart,0.0,0
becom millionair tell famili friend,tell peopl becom millionair,0.5101490193104813,1
student sja dehradun quora,better translat exceptio probat regulum except test rule,0.0,0
ninth grader studi ntse onlin good websit assign,prepar ntse present studi class ninth,0.27982806524328774,0
best footbal,best footbal today,0.7092972666062738,0
name creepiest horror movi ever seen scariest part,scariest creepiest movi ever seen,0.6764792400877002,1
would procedur major parti nomine die general elect,would happen presidenti nomine die novemb elect,0.36802320875611494,1
spoil smartphon keep charg overnight regular,long take full charg smartphon,0.22576484600261604,0
keyhol fetch hash tag data facebook api avail,hash tag import,0.26951761324603224,0
googl glass look super nerdi might googl overcom percept,googl turn googl glass around,0.4071146526809138,0
india china part turkey point time world histori,power countri world differ point histori,0.27982806524328774,0
biggest regret life,biggest regret life,1.0000000000000002,1
place visit honeymoon kerala,place one visit two day trip kerala india,0.3748077700589726,1
ever experienc paranorm activ,ever experienc paranorm activ actual happen,0.7092972666062737,0
would share deepest secret spous,secret share quora,0.3563004293331381,0
view ban rs 500 rs 1000 note indian govern pros con,think abolish 500 1000 rupe currenc note indian govern,0.30520621747309995,1
differ assess evalu,differ assess evalu,1.0000000000000002,1
song make feel happi,song make happi,0.7765145304745156,1
review thing 2001 movi,review friend 2001 movi,0.6029748160380572,0
buy appl watch without watch band,exist appl watch band work appl watch 3 2017 sinc expens appl watch band includ link bracelet classic buckl,0.539661120784829,0
last great decad rock,would pick best rock band last decad 2005 2015,0.3489939079552687,0
countri socialist,socialist countri left,0.7092972666062738,1
main differ microsoft offic 2013 2016 window,major differ ms offic 2007 2013,0.3041257418754935,0
want start e groceri store kerala exist e groceri store india allow visit studi offic,need earn 1 million dollar within year would,0.0,0
landform canadian shield describ,landform canadian shield,0.7765145304745156,0
brexit realli happen,brexit like happen,0.5031026124151314,1
hack wifi passowrd,hack wifi,0.7092972666062738,1
portug becom stay independ spain cultur narrat portugues spanish histori,portug becom independ countri spain,0.4109954639349511,1
probabl win war pakistan iran,would win convent war iran pakistan right,0.5193879933129156,1
magnet field produc current flow conductor,magnet field produc current flow conductor,1.0000000000000002,1
influenti queen histori,influenti queen histori,1.0000000000000002,1
alloc memori structur array c,dynam alloc array allow c,0.3360969272762575,1
integr math v 3 2 v 2 frac 1 2 math substitut,integr math frac x 2 x 2 1 math,0.8673636849609287,0
latest age wisdom tooth come,wisdom tooth hurt come well floss hurt,0.2952675553824053,0
solut unabl upgrad access level view full transact sbi net bank,much time take upgrad access level full transact right sbi onlin,0.3779132184330248,0
bake make cooki soft chewi,bake cooki without plain flour,0.2523342014336961,0
interest add omegl get girl,omegl famous among girl girl know like omegl,0.3563004293331381,0
stop overthink everyth relationship,stop overthink situat relationship,0.6029748160380572,1
meant languag stori,meant c languag,0.7092972666062738,0
strategi appli econom graduat school research internship,import factor keep bone healthi strong,0.0,0
lose weight throw,best way lose weight,0.4112070550676187,0
make money onlin india,easiest way make money onlin,0.5101490193104813,0
differ chines western etiquett,differ chines western etiquett,1.0,1
keep old rs 500 rs 1000 note memori crime,secur featur old rs 500 rs 1000 currenc note,0.5744651733947117,0
popular method suicid,painless way suicid,0.20199309249791833,1
capricorn pull away,love mean capricorn,0.20199309249791833,0
differ das der die den german languag,german languag differ dem den,0.5193879933129156,0
36 year old divorc femal seem incap fulfil dream marri famili way,quora may three million dollar fulfil dream within 4 year,0.1707761131901165,0
get wonder flavor cupcak gold coast,get good qualiti cupcak lot differ flavor gold coast,0.527072475829346,1
magic girl anim popular south korea,fairi theme magic girl rare anim,0.33609692727625745,0
marc srour like teenag,like marc srour,0.7765145304745156,0
time travel possibl yes,time travel still theoriz possibl,0.5101490193104813,1
hansi cronj greatest ever south african captain,like white south african,0.23790309463326234,0
use one spotifi premium account multipl mobil devic,spotifi premium account iphon friend use iphon,0.31125746752705374,0
copyright law around quot take quot make poster sell etsi,microsoft take action million pirat copi window,0.05850970413367294,0
plan join cts cogniz usa heard rumor even promis appli green card employe fact behind,british citizen perm resid za may appli green card lotteri consid nativ uk elig appli,0.1469966887248005,0
anyon els clear look skin squeez pore lot white gunk worm come,face sweat smelli gunk com pore nose,0.12442854619985261,0
safe use real name internet,safe real name internet,0.8181802073667197,0
person websit blog get decent traffic want make buck via ad law allow h1b visa,brother law go start shop ny appli worker shop get h1b visa,0.16180401121021004,0
spontan thing ever done,spontan thing ever done,1.0,1
book use prepar chemistri neet,chemistri object book good neet 2017,0.38087260847594373,1
manag inbox outlook rapid respons email flow 200 email per day,come mass email market think com better chanc inbox compar net us info etc,0.12973633001160723,0
good truth dare question ask text,best question ask girl chat,0.22576484600261604,0
purpos doubl puls thyristor,purpos life,0.22028815056182965,0
real estat price affect india ban 500 1000 rupe note,demonet note 500 1000 effect real estat,0.4333009465089471,1
mani minut take soft boil egg,better raw egg boil egg,0.3186741826303729,0
best friend addict drug,drug rehab like,0.17077611319011649,0
long usp first class ship take phoenix los angel,long take ship usp hong kong,0.3808165329771113,0
bio student got admiss vit vellor biotechnolog math 12,kind tell whole process admiss vit vellor biotech bio student 12 math,0.5149138161160747,1
life mechan engin graduat top colleg select campus placemat,mani engin graduat top notch colleg iit nit pursu mba immedi graduat,0.29411066171012384,0
option earn money onlin,best way earn money onlin,0.5101490193104813,1
book chang,one book chang,0.7092972666062738,1
thing consid buy new laptop,thing consid buy new laptop,0.9999999999999999,1
best destin honeymoon decemb within budget inr 2 lakh coupl,best destin honeymoon decemb within budget inr 4 lakh coupl,1.0000000000000002,0
would ex follow social network broke,would ex follow ig spoken much sinc broke 2012,0.3808165329771113,0
stop bite nail,stop bite nail good,0.7765145304745156,1
avoid look like tourist pari,dress pari avoid look like tourist,0.8466473536503036,1
present 2015 mani articl part schedul indian constitut,mani page indian constitut,0.3748077700589726,0
good way earn onlin,earn onlin littl invest,0.3360969272762575,0
trump manchurian presid putin,presid elect donald trump presid putin trojan hors,0.48097310796014436,0
benefit complet iit jee 12th,think stephen marglin book dismal scienc think like economist undermin communiti,0.0,0
ni introvert intuit,introvert intuit,0.7092972666062738,1
plan bridal shower parti,plan bridal shower anoth state,0.5101490193104813,1
indian educ system suck,wrong indian engin educ system,0.5101490193104813,1
best pick line,pick girl taller,0.20199309249791833,0
union territori puducherri delhi assembl,union territori delhi puducherri chief minist other,0.5193879933129156,1
stori behind black swan movi,stori behind black swan swan lake,0.6827531502984261,1
job combin creativ tech mind,respect job sit read get paid good,0.09349477497536716,0
get mod gta v xbox one,play gta 5 xbox 360 e,0.29121941856368966,0
third world war come,world war 3 immin expect,0.3360969272762575,1
best advantag use quora,benefit quora,0.22028815056182965,1
would cersei jon becam king,would melisandr jon becam king,0.6694188517266485,0
special roll royc car given respect person,roll royc car given reput person,0.6327904583679949,1
spine seen axi univers spiritu get masteri spine,treat pain middl spine,0.1908740661302035,0
similar differ chloroplast mitochondria,differ electron mitochondria anim cell mitochondria plant cell cyanid ad,0.2576800721337008,0
get jacket ranbir kapoor wear song matargashti,ranbir kapoor beard style ilahi song yeh jawaani hai deewani,0.22150013430590973,0
long human need die drink rat poison,person detect weed lace rat poison,0.18443191662261305,0
islam allow encourag cousin marri still practic,cousin marri regular islam,0.4073526042885674,0
know whatsapp account hack,hack anyon whatsapp account mobil,0.5101490193104813,0
think decis indian govern demonet 500 1000 rupe note,indian govern decis illegalis 500 1000 rupe note masterstrok flaw plan,0.5479807587583923,0
famous peopl low iq,famous peopl low iq,1.0,1
archiv app let search text pictur,could studi meteorolog use part understand develop movement pattern cancer,0.0,0
good place visit kerala tour,good beach visit kerala,0.5101490193104813,1
donald trump keep campaign promis,promis donald trump keep,0.8181802073667197,1
come media cover talk trump alleg rape 13 yr old girl trial,main stream media hillari talk trump decemb trial rape 13 yo,0.35639229999036276,1
lock decid kill bran stark craster keep,lock tri kill kidnap bran stark craster keep,0.6735205045780811,0
make dollar130 000 year nyc take home bi week payment,take home salari 100 000 gross low u,0.22150013430590973,0
treat acn scar,treat acn,0.7092972666062738,0
martian 2015 movi matt damon grow potato use poop logic use first time,plausibl scienc martian,0.08395966598126195,0
like brain close great librarian,feel like work librarian,0.29121941856368966,0
one make blog,best way build success blog,0.15064018498706508,0
best substitut butter extract,good substitut butter bean,0.3360969272762575,0
differ upload import export download,california import export,0.3563004293331381,0
hp officejet 4620 airprint compar hp laserjet enterpris m506x,hp officejet 4620 airprint compar hp laserjet enterpris m606x,0.8350499057520977,1
get compani websit first page googl,get websit first page googl search specif keyword,0.57273935841962,0
mother left child stay dad best way find,best answer cant take care daughter mind come sarcast mother,0.12735952979479354,0
scope php develop india mnc compani hire php develop,mnc compani php india,0.5757863613345239,0
best method lose weight,best way loos weight,0.3360969272762575,1
get notic,get notic bollywood,0.7092972666062738,0
learn node js week,best way learn node js,0.5101490193104813,0
one best decis life,best decis made life,0.6029748160380572,1
trust polit leader,take account other say trust mind,0.1362763414390864,0
bashar al assad psychopath,bashar al assad live,0.6029748160380572,0
portugues nation want move norway possibl,22 work want cricket enjoy cricket still possibl join cricket academi get nation squad,0.16602259880482964,0
like teach univers abu dhabi expat masdar khalifa petroleum inst,reason abu dhabi sheikh build masdar citi,0.22150013430590973,0
good gift foreign visitor bring invit someon home martiniqu first time,good gift foreign visitor bring invit someon home pakistan first time,0.8350499057520977,0
india buy land nepal order widen siliguri corridor get easi access northeast india,indian govern swap land area bangladesh chicken neck corridor widen 100 kilomet,0.1273595297947935,0
constant object c,constant c,0.5797386715376657,0
measur iq cat,measur iq free,0.5031026124151314,0
cab flat rate dollar6 dollar0 75 per mile mani mile could travel dollar20 spend,suppos paddl cano steadi speed 4 mile per hour go 6 mile downstream upstream speed current,0.17460577705828426,0
type govern turkey compar one wale,type govern turkey compar one poland,0.7168117414430624,0
interest fact know,interest fact peopl know,0.7765145304745156,1
mexico wall southern border,feasibl build wall us mexico donald trump claim would,0.20608363501393823,0
unusu differ food cuisin sudan,unusu differ food cuisin pakistan,0.6694188517266485,0
core electron compani pune intern,compani core electron work pune,0.6694188517266485,0
compani invest vietnam,get invest busi vietnam,0.4112070550676187,0
like see person anoth race first time unexpect,first hand account peopl past see person anoth race first time live react,0.48595741836908046,1
himalayan pink salt better,himalayan salt best,0.4112070550676187,0
south american countri cheap live,south american countri cheap travel tourist,0.5803329846765685,0
us none option presidenti elect,voter given none choic,0.12735952979479354,0
god creat world creat god,creat god,0.8955324150715726,1
becom fair,becom white,0.3360969272762574,1
irrespect cost parker fountain pen best look write,fountain pen work,0.26951761324603224,0
turbin final enthalpi work substanc actual process greater isentrop process,turbin final entropi actual process greater isentrop process,0.7031727059663414,0
arnab goswami quit time,arnab goswami resign editor chief time,0.4501755023269898,1
best start cafe,requir would need start cafe,0.3563004293331381,1
thing hyderabad,cool adventur thing hyderabad,0.5797386715376657,1
soni xperia z5 white side scratch easili,soni xperia z5 gorilla glass dragontrail front screen back,0.23577033983032974,0
best app increas vocabulari,best android app advanc english learner improv vocabulari grammar,0.3489939079552687,0
download itun music onto flashdriv illeg,download itun music ipad,0.4501755023269898,0
invent middl finger bad gestur invent,invent middl finger bad gestur,0.9486832980505137,1
calcul ionic ionic net equat,get net ionic equat hco3 h2o,0.47408612469672984,0
best gift give girlfriend india,best gift send girlfriend,0.5101490193104813,0
correct say pleas let know need help must use whether,want say let know tri someth finish correct say let know could tri,0.327596931173926,0
republican vote hillari clinton,republican vote hillari clinton,1.0,1
physiolog trick use know,psycholog hack use know,0.3360969272762575,1
purpos regist dog maltipoo akc,regist maltipoo akc,0.6569729210330906,1
embarrass moment public,embarrass moment front stranger,0.4112070550676187,1
coolest thing comput,coolest thing comput,1.0000000000000002,1
use conveyor belt shorten airport runway idea new mean least name patent,like us russia elect someon insan enough start nuclear war exclud donald trump,0.0,0
prepar gate without coach,prepar gate without coach,1.0,1
travencor state india,state constitut india,0.5031026124151314,0
tagalog word salamat mean english,tagalog salamat po mean english,0.6694188517266485,0
done get rid dandruff,get rid sever dandruff,0.6029748160380572,1
anybodi help compar contrast haroun rashid charact stori haroun sea stori,want studi biotechnolog abroad,0.0,0
infosi reject mass number candid 2014 pass batch,next batch infosi 9 jan 2016,0.1908740661302035,0
would donald trump worst presid us histori,donald trump go worst presid,0.5193879933129156,1
anyon ever rfid passport hack ident stolen,stolen passport use,0.2910691023819054,0
ethic bullshit,ethic bullshit,0.9999999999999998,1
much ticketfli pay willcal,much microsoft pay liveloop,0.3360969272762575,0
best top 10 movi hollywood ever,best movi hollywood,0.5797386715376658,1
cat scratch eye,cat scratch eye,1.0000000000000002,1
